"OBSID1" "OBSID2" "STUDYID" "CRN_SUBCMP" "IGSNID" "DBDOI" "DBVERNO" "SMPID" "SITEID" "METASITEID" "CNTRY" "REGION_INT" "REGION_REG" "DIV_ADMIN" "DIV_OTHER" "ISL_NAME" "LAKE" "BASIN" "AHGFL1" "AHGFL2" "RIVNAME" "RIVDIV" "IBRACODE" "IBRAREGION" "X_WGS84" "Y_WGS84" "CORDS_ELEV" "ELEVATION" "SITE_COMMT" "REFDBID" "OAID" "AUTHOR" "PUBYEAR" "REFID" "REFDOI" "MATERIAL" "SIZEMIN" "SIZEMAX" "PROJEPSGID" "PROJECTION" "AREA" "ELEV_AVE" "ELEV_STD" "SLP_AVE" "SLP_STD" "SMP_DAY" "SMP_MONTH" "SMP_YEAR" "SMP_COMMT" "BE10NP" "BE10NP_ERR" "BE10EP" "BE10EP_ERR" "BESTND" "BECORR" "BEAMS" "BE10NC" "BE10NC_ERR" "BEPROD" "BETOPO" "BESELF" "BESNOW" "BETOTS" "EBE_GCMYR" "ERRBE_AMS" "ERRBE_MUON" "ERRBE_PROD" "ERRBE_TOT" "EBE_MMKYR" "EBE_ERR" "AL26NP" "AL26NP_ERR" "AL26EP" "AL26EP_ERR" "ALSTND" "ALCORR" "ALAMS" "AL26NC" "AL26NC_ERR" "ALPROD" "ALTOPO" "ALSELF" "ALSNOW" "ALTOTS" "EAL_GCMYR" "ERRAL_AMS" "ERRAL_MUON" "ERRAL_PROD" "ERRAL_TOT" "EAL_MMKYR" "EAL_ERR" "layer" "path" "P" "Nneutrons" "Nmuons" "E1" "E2" "E3"
"S196WTS001" "TW12-06" "S196" "INT" NA "TBA" 2 "CRNSM03662" "CRNST03288a" NA "TWN" "Taitung Region" NA NA NA NA NA "Anshuo Riv." NA NA "not applicable" "not applicable" NA "not applicable" 120.85749 22.291673 "INTP_ND" -9999.99 NA "Fellin:2017taiwan" "OAID-000057" "Fellin" 2017 "Global_Planet_Change_157" "10.1016/j.gloplacha.2017.07.012" "Sa" 250 710 32651 "WGS84_UTM_51N" 29.39 437.86 212.43 342.32 133.44 2 12 2012 NA 7340 590 380 50 "S2007" 0.9124 "ETH-Zurich" 7340 590 1.017 0.986 1 1 1.003 0.1166 0.00947 0.01611 0.02317 0.02977 439.99 112.33 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 961.733050055974 0.99365341161608 0.882793870670609 327.761055417653 412.395984728565 410.51762857035
"S195WTS006" "IN1401" "S195" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03659" "CRNST03285a" NA "IND" "Uttarakhand, Himalaya" NA NA NA NA NA "Alaknanda Riv." NA NA "not applicable" "not applicable" NA "not applicable" 78.861722 30.238444 "INTP_ND" -9999.99 NA "Morell:2017strain" "OAID-000110" "Morell" 2017 "Tectonophysics_721" "10.1016/j.tecto.2017.09.007" "Sa" 250 500 32644 "WGS84_UTM_44N" 25.98 1350.38 320.74 428.93 153.15 -9999 -9999 -9999 NA 32498 2067 260 30 "07KNSTD" 1 "ANSTO" 32498 2067 2.311 0.976 1 1 2.256 0.05288 0.00339 0.00394 0.00994 0.01121 199.54 42.32 -9999 -9999 -9999.99 -9999.99 NA 0 "ANSTO" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 861.17270232708 2.31197874633868 1.566048131681 172.244627379206 206.155179273357 204.594598045845
"S115WTS005" "BT0905" "S115" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02147" "CRNST01922a" NA "BTN" "Bhutanese Himalaya" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 90.659387 27.510427 "INTP_ND" -9999.99 NA "Adams:2016bhutan" "OAID-000003" "Adams" 2016 "J_Geophys_Res-Earth_121" "10.1002/2015jf003508" "Sa" 250 1000 32646 "WGS84_UTM_46N" 27.29 3374.92 286.72 304.35 115.61 -9999 -9999 -9999 NA 475140 21725 47.8 4.4 "07KNSTD" 1 "PRIME-Lab" 475140 21725 7.746 0.99 1 1 7.665 0.01135 0.00053 0.00029 0.00205 0.00214 42.83 8.06 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 668.243189100016 7.97009067506971 3.3051915791083 40.6125398363201 45.5076382873198 44.4477489137404
"S045WTS007" "NB-5-02" "S045" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00776" "CRNST00664a" NA "CHN" "Namche Barwa-Gyala Peri Massif" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 95.1796 30.066 "INTP_ND" -9999.99 NA "Finnegan:2008namche" "OAID-000059" "Finnegan" 2008 "Geol_Soc_Am_Bull_120" "10.1130/B26224.1" "Sa" 500 850 32646 "WGS84_UTM_46N" 25.98 3888.41 657.17 674.3 213.4 -9999 -9999 -9999 NA 15810 990 1940 410 "KNSTD" 0.9042 "LLNL-CAMS" 14295 895 11.33 0.933 1 1 10.625 0.52436 0.03297 0.01122 0.09307 0.09937 1978.73 374.98 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 625.35910543565 11.1296608161739 4.14095030021092 1885.02125156762 2088.86727557214 2087.70761200297
"S025WTS027" "BOL-29" "S025" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00392" "CRNST00320a" NA "BOL" "Bolivian Andes" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" -68.039302 -16.081171 "INTP_ND" -9999.99 NA "Safran:2005bolivian" "OAID-000144" "Safran" 2005 "Earth_Surf_Proc_Land_30" "10.1002/esp.1259" "Sa" 250 1000 32719 "WGS84_UTM_19S" 32.17 3410.94 608.39 508.18 202.83 -9999 -9999 -9999 NA 45700 3300 550 -9999.99 "KNSTD" 0.9042 "LLNL-CAMS" 41322 2984 6.191 0.958 1 1 5.953 0.10338 0.00752 0.00355 0.01861 0.02038 390.13 76.92 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 665.15942622878 6.44808343539235 2.72822452833915 377.805082782686 424.265720046101 423.115128351397
"S249WTS023" "16T13" "S249" "INT" NA "TBA" 2 "CRNSM04057" "CRNST03622a" NA "TUR" "Aydin Range" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 27.693353 37.940075 "INTP_ND" -9999.99 NA "Heineke:2019menderes" "OAID-000073" "Heineke" 2019 "Geosphere_15" "10.1130/ges02013.1" "Sa" 250 500 32635 "WGS84_UTM_35N" 21.48 513.03 102.37 247.76 116.27 -9999 -9999 -9999 NA 31700 1900 144 13 "S2007" 0.9124 "ETH-Zurich" 31700 1900 1.423 0.991 1 1 1.41 0.03566 0.00217 0.00378 0.00694 0.00819 134.57 30.92 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 953.106178447143 1.43068136393691 1.16982272667849 109.270300946601 135.238819733697 133.491397507831
"S078WTS012" "sample_24-4" "S078" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01505" "CRNST01294a" NA "BOL" "Eastern Altiplano" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" -67.8099 -17.2941 "INTP_ND" -9999.99 NA "Hippe:2012altiplano" "OAID-000079" "Hippe" 2012 "Geomorphology_179" "10.1016/j.geomorph.2012.07.031" "Sa" 250 1000 32719 "WGS84_UTM_19S" 31.55 4334.72 203.81 260.89 129.02 -9999 -9999 -9999 NA 954914 31660 29 2.7 "S2007" 0.9124 "ETH-Zurich" 954914 31660 9.582 0.991 1 1 9.495 0.00691 0.00023 0.00014 0.00125 0.00128 26.09 4.82 8310000 540000 22.2 2.4 "ZAL94N" 1 "ETH-Zurich" 8310000 540000 9.582 0.991 1 1 9.495 0.00569 0.00038 6e-05 0.00104 0.00111 21.49 4.19 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 589.92163579594 10.3657298412961 3.77748376670832 26.2817395120776 29.0654542751922 28.2678967800734
"S186WTS032" "POT35" "S186" "INT" NA "TBA" 2 "CRNSM03446" "CRNST03092a" NA "USA" "Appalachians, Piedmont" NA NA NA NA NA "Potomac Riv." NA NA "not applicable" "not applicable" NA "not applicable" -77.537967 38.960466 "INTP_ND" -9999.99 NA "Portenga:2019potomac" "OAID-000130" "Portenga" 2019 "Geol_Soc_Am_Bull_131" "10.1130/b31840.1" "Sa" 250 850 32617 "WGS84_UTM_17N" 20.93 107.96 12.77 25.07 13.86 -9999 -9999 -9999 NA 336039 7881 10.3 0.8 "07KNSTD" 1 "LLNL-CAMS" 336039 7881 0.992 1 1 1 0.992 0.00222 6e-05 0.00023 0.00048 0.00053 8.37 2 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 1000.34509546977 1.02420617586034 0.973138946191248 7.37931735385377 9.41716427139477 8.1138841813978
"S098WTS003" "11T4" "S098" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01835" "CRNST01613a" NA "TUR" "Menderes Massif" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 28.239366 38.418452 "INTP_ND" -9999.99 NA "Buscher:2013menderes" "OAID-000019" "Buscher" 2013 "J_Geol_Soc_London_170" "10.1144/jgs2012-132" "Sa" 250 500 32635 "WGS84_UTM_35N" 21.23 1327.93 390.17 346.1 147.73 -9999 -9999 -9999 NA 54300 2900 181 10 "S2007" 0.9124 "ETH-Zurich" 54300 2900 2.784 0.985 1 1 2.741 0.03774 0.00203 0.00238 0.00703 0.00769 142.42 29.04 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 863.539988251208 2.72761388858224 1.7026567181659 121.619032691502 143.684526614402 142.311547134188
"S192WTS009" "T10" "S192" "INT" NA "TBA" 2 "CRNSM03574" "CRNST03210a" NA "TTO" "Northern Range" NA NA NA NA NA "Guanapo" NA NA "not applicable" "not applicable" NA "not applicable" -61.247 10.6387 "INTP_ND" -9999.99 NA "Arkle:2017trinidad" "OAID-000007" "Arkle" 2017 "Geomorphology_295" "10.1016/j.geomorph.2017.07.013" "SaGr" 250 20000 32620 "WGS84_UTM_20N" 33.15 350.63 194.97 263.06 132.63 -9999 -9999 -9999 NA 64700 12100 28.8 6.6 "07KNSTD" 1 "PRIME-Lab" 64700 12100 0.794 0.992 1 1 0.787 0.01046 0.00211 0.0016 0.0022 0.00345 39.47 13.01 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 971.82313443626 0.789015010828219 0.717938470003225 29.5256499342326 37.3341807957532 35.6507521085976
"S181WTS006" "MQ-12" "S181" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03283" "CRNST02937a" NA "MEX" "Baja California" NA NA NA NA NA "Sierra San Pedro Martir footwall" NA NA "not applicable" "not applicable" NA "not applicable" -115.209626 30.812251 "INTP_ND" -9999.99 NA "Rossi:2017baja" "OAID-000188" "Rossi" 2017 "Geol_Soc_Am_Bull_129" "10.1130/B31373.1" "Sa" 250 500 32611 "WGS84_UTM_11N" 25.38 1402.94 425.96 441.93 163.65 -9999 -9999 -9999 NA 69849 18272 133 39 "07KNSTD" 1 "ANU" 69849 18272 2.486 0.974 1 1 2.42 0.02609 0.0074 0.00179 0.0049 0.00905 98.45 34.16 -9999 -9999 -9999.99 -9999.99 NA 0 "ANU" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 855.650955227746 2.4336581695223 1.61319674195761 84.356366661859 100.608617997571 99.2141576828426
"S089WTS016" "Gud-TUN" "S089" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01718" "CRNST01496a" NA "USA" "Santa Cruz Mts. (CA)" NA NA NA NA NA "Tunitas Crk." NA NA "not applicable" "not applicable" NA "not applicable" -122.389955 37.362445 "INTP_ND" -9999.99 NA "Gudmundsdottir:2013cruz" "OAID-000070" "Gudmundsdottir" 2013 "Geology_41" "10.1130/G33970.1" "Sa" 250 500 32610 "WGS84_UTM_10N" 21.57 270.45 147.62 226.9 98.3 -9999 -9999 -9999 NA 30800 980 155 11 "07KNSTD" 1 "LLNL-CAMS" 30800 980 1.141 0.995 1 1 1.135 0.03046 0.00098 0.00377 0.00605 0.00719 114.96 27.15 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 981.173177340653 1.15744218492269 1.03512467874719 90.9844285526097 114.634275415238 112.932231863898
"S103WTS008" "KP-090311-08" "S103" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01923" "CRNST01701a" NA "NPL" "Himalaya" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 84.632867 27.871588 "INTP_ND" -9999.99 NA "Godard:2014himalayan" "OAID-000066" "Godard" 2014 "Geology_42" "10.1130/g35342.1" "Sa" 250 1000 32644 "WGS84_UTM_44N" 26.7 894.53 270.6 370.84 124.63 -9999 -9999 -9999 NA 11100 1170 490 70 "07KNSTD" 1 "ASTER" 11100 1170 1.662 0.987 1 1 1.641 0.11696 0.0125 0.01128 0.02236 0.02799 441.35 105.63 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 910.283781418925 1.58615270766479 1.22427484834495 345.971639380496 423.586044860478 421.868418950118
"S090WTS004" "C4" "S090" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01723" "CRNST01501a" NA "BRA" "Serra do Mar" NA NA NA NA NA "Rio Capivari Mirim" NA NA "not applicable" "not applicable" NA "not applicable" -48.984021 -25.346706 "INTP_ND" -9999.99 NA "Salgado:2014escarpment" "OAID-000145" "Salgado" 2014 "Earth_Surf_Proc_Land_39" "10.1002/esp.3448" "Sa" 0 0 32722 "WGS84_UTM_22S" 27.64 940.8 117.05 169.11 116.02 -9999 -9999 -9999 NA 410489 12937 12.4 0.39 "07KNSTD" 1 "ASTER" 410489 12937 1.508 0.997 1 1 1.503 0.00268 9e-05 0.00021 0.00054 0.00059 10.11 2.22 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 905.197843581915 1.55619791848388 1.18911452411739 9.17871294047735 11.2172027587407 10.1776873464033
"S025WTS004" "BOL-05" "S025" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00369" "CRNST00297a" NA "BOL" "Bolivian Andes" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" -68.672035 -15.71302 "INTP_ND" -9999.99 NA "Safran:2005bolivian" "OAID-000144" "Safran" 2005 "Earth_Surf_Proc_Land_30" "10.1002/esp.1259" "Sa" 250 1000 32719 "WGS84_UTM_19S" 31.29 3654.52 532.61 509.62 155.08 -9999 -9999 -9999 NA 30700 2400 770 -9999.99 "KNSTD" 0.9042 "LLNL-CAMS" 27759 2170 6.827 0.961 1 1 6.572 0.16936 0.01333 0.00538 0.03039 0.03362 639.09 126.87 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 644.606983314119 7.27792054661829 2.95687598138288 634.778157648044 709.735758753554 708.589019148133
"S078WTS013" "sample_24-5" "S078" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01506" "CRNST01295a" NA "BOL" "Eastern Altiplano" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" -67.6443 -17.384 "INTP_ND" -9999.99 NA "Hippe:2012altiplano" "OAID-000079" "Hippe" 2012 "Geomorphology_179" "10.1016/j.geomorph.2012.07.031" "Sa" 250 1000 32719 "WGS84_UTM_19S" 30.55 4203.87 237.39 164.16 103.29 -9999 -9999 -9999 NA 3117378 93641 8.1 0.7 "S2007" 0.9124 "ETH-Zurich" 3117378 93641 8.837 0.997 1 1 8.81 0.00189 6e-05 3e-05 0.00035 0.00036 7.15 1.36 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 600.138249175012 9.76423428098045 3.62519331796903 7.58345661325065 8.40178589441817 7.75070883176155
"S185WTS022" "D7" "S185" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03406" "CRNST03054a" NA "BRA" "Serra do Mar" NA NA NA NA NA "Preto Riv." NA NA "not applicable" "not applicable" NA "not applicable" -44.495948 -22.265948 "INTP_ND" -9999.99 NA "Salgado:2016relief" "OAID-000145" "Salgado" 2016 "J_S_Am_Earth_Sci_67" "10.1016/j.jsames.2016.02.002" "Sa" 250 1000 32723 "WGS84_UTM_23S" 28.04 1383.93 303.8 290.46 136.34 -9999 -9999 -9999 NA 330000 26000 23.3 1.8 "07KNSTD" 1 "ASTER" 330000 26000 1.967 0.99 1 1 1.946 0.00434 0.00036 3e-04 0.00085 0.00097 16.38 3.66 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 857.644751608566 2.01254669506016 1.35648175234237 14.7655798690749 17.6581666864197 16.5517157031357
"S050WTS018" "wbo513" "S050" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00924" "CRNST00791a" NA "CHN" "East Tibet" NA NA NA NA NA "Dadu" NA NA "not applicable" "not applicable" NA "not applicable" 101.365759 31.773792 "INTP_ND" -9999.99 NA "Ouimet:2009threshold" "OAID-000124" "Ouimet" 2009 "Geology_37" "10.1130/G30013A.1" "Sa" 250 500 32647 "WGS84_UTM_47N" 23.62 4136.07 406.72 556.23 255.42 -9999 -9999 -9999 NA 267900 8800 168 14 "KNSTD" 0.9042 "PRIME-Lab" 242235 7957 12.643 0.955 1 1 12.15 0.03517 0.00116 0.00065 0.00625 0.00639 132.71 24.1 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 605.488066402045 13.2896497946589 4.58740957870427 132.829679400724 146.156207214807 145.2425550227
"S115WTS006" "BT0906" "S115" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02148" "CRNST01923a" NA "BTN" "Bhutanese Himalaya" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 90.666862 27.49628 "INTP_ND" -9999.99 NA "Adams:2016bhutan" "OAID-000003" "Adams" 2016 "J_Geophys_Res-Earth_121" "10.1002/2015jf003508" "Sa" 250 1000 32646 "WGS84_UTM_46N" 25.56 3466.07 310.67 360.27 150.16 -9999 -9999 -9999 NA 200487 16725 117 13.5 "07KNSTD" 1 "PRIME-Lab" 200487 16725 8.019 0.986 1 1 7.901 0.0279 0.00235 0.00073 0.005 0.00558 105.26 21.05 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 660.461932581309 8.38061340771638 3.41225146204985 101.206422030108 113.183233073389 112.180858564443
"S182WTS015" "CH-032" "S182" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03318" "CRNST02971a" NA "CHN" "Yunnan" NA NA NA NA NA "Weiyuan" NA NA "not applicable" "not applicable" NA "not applicable" 100.778732 24.12952 "INTP_ND" -9999.99 NA "Schmidt:2016yunnan" "OAID-000151" "Schmidt" 2016 "Earth_Surf_Dynamics_4" "10.5194/esurf-4-819-2016" "Sa" 250 850 32647 "WGS84_UTM_47N" 26.96 1828.35 249.83 394.67 138.75 -9999 -9999 -9999 NA 49500 2410 192.58 16.33 "07KNSTD" 1 "SUERC" 49500 2410 2.776 0.98 1 1 2.722 0.04115 0.00202 0.00263 0.00766 0.00835 155.29 31.51 -9999 -9999 -9999.99 -9999.99 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 812.005538102741 2.85883633343593 1.70436539369359 139.830714048599 164.060182973011 162.689657772662
"S092WTS002" "D02" "S092" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01739" "CRNST01517a" NA "BRA" "Southern Espinhaco Range" NA NA NA NA NA "Santana" NA NA "not applicable" "not applicable" NA "not applicable" -43.400153 -19.401495 "INTP_ND" -9999.99 NA "Barreto:2013minas" "OAID-000009" "Barreto" 2013 "Geomorphology_191" "10.1016/j.geomorph.2013.01.021" "ND" 0 0 32723 "WGS84_UTM_23S" 28.68 1087.47 204.28 277.69 184.79 -9999 -9999 -9999 NA 1200000 40000 3.46 0.11 "07KNSTD" 1 "ASTER" 1200000 40000 1.488 0.986 1 1 1.469 8e-04 3e-05 4e-05 0.00017 0.00018 3.04 0.68 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 889.22792652427 1.52691937682624 1.12408643277653 3.08072789991105 3.73990915143359 2.91784777952451
"S050WTS019" "wbo514" "S050" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00925" "CRNST00792a" NA "CHN" "East Tibet" NA NA NA NA NA "Dadu" NA NA "not applicable" "not applicable" NA "not applicable" 101.997535 31.750396 "INTP_ND" -9999.99 NA "Ouimet:2009threshold" "OAID-000124" "Ouimet" 2009 "Geology_37" "10.1130/G30013A.1" "Sa" 250 500 32647 "WGS84_UTM_47N" 23.38 3662.31 456.46 558.32 200.24 -9999 -9999 -9999 NA 211500 5300 164 12 "KNSTD" 0.9042 "PRIME-Lab" 191238 4792 10.251 0.96 1 1 9.895 0.03645 0.00092 8e-04 0.0065 0.00661 137.53 24.95 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 643.958279939663 10.3500816648495 3.91209341959545 131.035226798641 145.430549684579 144.448613537155
"S268WTS004" "BT1108" "S268" "INT" NA "TBA" 2 "CRNSM04274" "CRNST03829a" NA "BTN" "Bhutanese Himalaya" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 89.469985 26.83668 "INTP_ND" -9999.99 NA "Adams:2020climate" "OAID-000003" "Adams" 2020 "Science_Adv_6" "10.1126/sciadv.aaz3166" "Sa" 250 1000 32646 "WGS84_UTM_46N" 25.63 1170.55 450.51 525.77 182.15 -9999 -9999 -9999 NA 6306 620 -9999.99 -9999.99 "07KNSTD" 1 "PRIME-Lab" 6306 620 1.973 0.96 1 1 1.898 0.23428 0.02329 0.02026 0.04429 0.05399 884.06 203.73 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 880.283623198461 1.8996088279487 1.35806575853023 729.33775201329 880.88680242393 879.373716553372
